City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1146,Durham,US,80.53,overcast clouds,36.0335,-78.8664,Hampton Inn & Suites Durham/North I-85
1147,Caxito,AO,80.85,broken clouds,-8.5785,13.6643,
1149,Farafenni,GM,80.1,broken clouds,13.5667,-15.6,Eddy's Hotel
1155,Turayf,SA,82.65,clear sky,31.6725,38.6637,Turaif
1157,Kolondieba,ML,84.88,broken clouds,11.0882,-6.8926,Hotel Dakan
1158,Gonaives,HT,76.14,scattered clouds,19.45,-72.6833,Vertières Doux Séjour
1159,Srednyaya Akhtuba,RU,82.06,overcast clouds,48.7089,44.8667,"Topolya, Baza Otdykha Ooo ""Fort"""
1160,Bulungu,CD,86.13,overcast clouds,-4.55,18.6,Maison MC Michel
1161,Subiaco,IT,85.87,clear sky,41.9254,13.0941,B&B Al Campo
1162,Digoin,FR,78.12,clear sky,46.4812,3.9795,Hotel Du Rond Point
1163,Bolama,GW,80.94,broken clouds,11.5833,-15.4667,Hotel Samaritana
1167,Cuamba,MZ,80.4,clear sky,-14.8031,36.5372,Hotel Vision
1168,Carutapera,BR,75.6,broken clouds,-1.195,-46.02,Lidera
1170,Pedasi,PA,76.06,overcast clouds,7.5333,-80.0333,Hotel Casa de Campo Pedasí
1172,Kaffrine,SN,80.33,light rain,14.1059,-15.5508,Beuleup counda motel
1175,Tuscaloosa,US,78.1,mist,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
1177,Dzilam Gonzalez,MX,75.36,overcast clouds,21.2833,-88.9333,posadas
1179,Salme,NP,77.29,broken clouds,28.0369,85.0942,Shyam b tamang
1180,Paoua,CF,83.26,overcast clouds,7.2427,16.4406,Quartier Paoua Elien
